사용월,호선명,역ID,지하철역,승차승객수,하차승객수,작업일시
2022-03,수인선,1883,남동인더스파크,"53,739","59,040",2022-04-03 09:19:56
2022-03,수인선,1884,원인재,"113,572","120,091",2022-04-03 09:19:56
2022-03,수인선,1885,연수,"120,590","119,210",2022-04-03 09:19:56
2022-03,수인선,1886,송도,"63,632","60,047",2022-04-03 09:19:56
2022-03,수인선,1888,인하대,"167,019","158,721",2022-04-03 09:19:56
2022-03,수인선,1889,숭의,"99,882","93,016",2022-04-03 09:19:56
2022-03,수인선,1890,신포,"46,855","46,598",2022-04-03 09:19:56
2022-03,수인선,1891,인천,"27,794","44,810",2022-04-03 09:19:56
2022-03,경강선,1501,판교,"111,620","109,477",2022-04-03 09:19:56
2022-03,경강선,1502,이매,"27,639","23,322",2022-04-03 09:19:56
2022-03,경강선,1503,삼동,"56,577","52,889",2022-04-03 09:19:56
2022-03,경강선,1504,경기광주,"187,684","180,021",2022-04-03 09:19:56
2022-03,경강선,1505,초월,"76,811","73,722",2022-04-03 09:19:56
2022-03,경강선,1506,곤지암,"54,998","55,600",2022-04-03 09:19:56
2022-03,경강선,1507,신둔도예촌,"39,567","36,386",2022-04-03 09:19:56
2022-03,경강선,1508,이천,"67,847","70,650",2022-04-03 09:19:56
2022-03,경강선,1509,부발,"56,660","55,367",2022-04-03 09:19:56
2022-03,경강선,1510,세종대왕릉,"7,864","7,933",2022-04-03 09:19:56
2022-03,경강선,1511,여주,"61,776","62,034",2022-04-03 09:19:56
2022-03,5호선,2511,방화,"162,480","156,918",2022-04-03 09:19:56
2022-03,5호선,2512,개화산,"137,020","132,680",2022-04-03 09:19:56
2022-03,5호선,2513,김포공항,"188,219","183,239",2022-04-03 09:19:56
2022-03,5호선,2514,송정,"162,877","155,919",2022-04-03 09:19:56
2022-03,5호선,2515,마곡,"247,667","248,087",2022-04-03 09:19:56
2022-03,5호선,2516,발산,"493,288","503,391",2022-04-03 09:19:56
2022-03,5호선,2517,우장산,"352,856","349,039",2022-04-03 09:19:56
2022-03,5호선,2518,화곡,"698,762","656,106",2022-04-03 09:19:56
2022-03,5호선,2519,까치산,"717,026","691,396",2022-04-03 09:19:56
2022-03,5호선,2520,신정(은행정),"336,077","279,245",2022-04-03 09:19:56
2022-03,5호선,2521,목동,"400,880","428,333",2022-04-03 09:19:56
2022-03,5호선,2522,오목교(목동운동장앞),"520,033","551,817",2022-04-03 09:19:56
2022-03,5호선,2523,양평,"173,703","171,243",2022-04-03 09:19:56
2022-03,5호선,2524,영등포구청,"91,604","93,340",2022-04-03 09:19:56
2022-03,5호선,2525,영등포시장,"247,531","255,071",2022-04-03 09:19:56
2022-03,5호선,2526,신길,"99,008","106,783",2022-04-03 09:19:56
2022-03,5호선,2527,여의도,"624,818","651,697",2022-04-03 09:19:56
2022-03,5호선,2528,여의나루,"263,444","296,801",2022-04-03 09:19:56
2022-03,5호선,2529,마포,"327,258","334,406",2022-04-03 09:19:56
2022-03,5호선,2530,공덕,"312,451","328,283",2022-04-03 09:19:56
2022-03,5호선,2531,애오개,"158,075","159,174",2022-04-03 09:19:56
2022-03,5호선,2532,충정로(경기대입구),"107,196","107,757",2022-04-03 09:19:56
2022-03,5호선,2533,서대문,"422,147","422,793",2022-04-03 09:19:56
2022-03,5호선,2534,광화문(세종문화회관),"661,497","687,952",2022-04-03 09:19:56
2022-03,5호선,2535,종로3가,"308,786","306,359",2022-04-03 09:19:56
2022-03,5호선,2536,을지로4가,"139,790","142,226",2022-04-03 09:19:56
2022-03,5호선,2537,동대문역사문화공원(DDP),"63,227","73,598",2022-04-03 09:19:56
2022-03,5호선,2538,청구,"98,401","89,046",2022-04-03 09:19:56
2022-03,5호선,2539,신금호,"155,935","162,590",2022-04-03 09:19:56
2022-03,5호선,2540,행당,"193,549","174,125",2022-04-03 09:19:56
2022-03,5호선,2541,왕십리(성동구청),"113,739","129,848",2022-04-03 09:19:56
2022-03,5호선,2542,마장,"140,471","133,000",2022-04-03 09:19:56
2022-03,5호선,2543,답십리,"385,665","356,324",2022-04-03 09:19:56
2022-03,5호선,2544,장한평,"439,764","436,838",2022-04-03 09:19:56
2022-03,5호선,2545,군자(능동),"278,374","306,823",2022-04-03 09:19:56
2022-03,5호선,2546,아차산(어린이대공원후문),"389,277","378,592",2022-04-03 09:19:56
2022-03,5호선,2547,광나루(장신대),"328,380","303,139",2022-04-03 09:19:56
2022-03,5호선,2548,천호(풍납토성),"459,866","451,887",2022-04-03 09:19:56
2022-03,5호선,2549,강동,"453,404","437,170",2022-04-03 09:19:56
2022-03,5호선,2550,길동,"199,294","207,623",2022-04-03 09:19:56
2022-03,5호선,2551,굽은다리(강동구민회관앞),"233,935","222,336",2022-04-03 09:19:56
2022-03,5호선,2552,명일,"211,518","217,418",2022-04-03 09:19:56
2022-03,5호선,2553,고덕,"230,753","229,768",2022-04-03 09:19:56
2022-03,5호선,2554,상일동,"351,553","332,366",2022-04-03 09:19:56
2022-03,5호선,2555,둔촌동,"211,973","211,809",2022-04-03 09:19:56
2022-03,5호선,2556,올림픽공원(한국체대),"104,569","91,328",2022-04-03 09:19:56
2022-03,5호선,2557,방이,"174,733","179,125",2022-04-03 09:19:56
2022-03,5호선,2558,오금,"90,554","89,346",2022-04-03 09:19:56
2022-03,5호선,2559,개롱,"154,211","161,681",2022-04-03 09:19:56
2022-03,5호선,2560,거여,"242,547","232,547",2022-04-03 09:19:56
2022-03,5호선,2561,마천,"174,758","172,392",2022-04-03 09:19:56
2022-03,5호선,2562,강일,"98,926","93,875",2022-04-03 09:19:56
2022-03,5호선,2563,미사,"390,189","390,778",2022-04-03 09:19:56
2022-03,5호선,2564,하남풍산,"103,982","103,744",2022-04-03 09:19:56
2022-03,5호선,2565,하남시청(덕풍·신장),"167,865","164,720",2022-04-03 09:19:56
2022-03,5호선,2566,하남검단산,"145,310","141,489",2022-04-03 09:19:56
2022-03,6호선,2611,응암,"433,141","431,322",2022-04-03 09:19:56
2022-03,6호선,2612,역촌,"93,934","110,403",2022-04-03 09:19:56
2022-03,6호선,2613,불광,"108,619","105,452",2022-04-03 09:19:56
2022-03,6호선,2614,독바위,"67,040","73,158",2022-04-03 09:19:56
2022-03,6호선,2615,연신내,21,0,2022-04-03 09:19:56
2022-03,6호선,2616,구산,"189,651","142,846",2022-04-03 09:19:56
2022-03,6호선,2617,새절(신사),"314,959","298,424",2022-04-03 09:19:56
2022-03,6호선,2618,증산(명지대앞),"250,406","251,401",2022-04-03 09:19:56
2022-03,6호선,2619,디지털미디어시티,"316,538","340,332",2022-04-03 09:19:56
2022-03,6호선,2620,월드컵경기장(성산),"137,511","152,117",2022-04-03 09:19:56
2022-03,6호선,2621,마포구청,"348,157","314,554",2022-04-03 09:19:56
2022-03,6호선,2622,망원,"356,752","380,718",2022-04-03 09:19:56
2022-03,6호선,2623,합정,"335,115","325,785",2022-04-03 09:19:56
2022-03,6호선,2624,상수,"230,116","254,805",2022-04-03 09:19:56
2022-03,6호선,2625,광흥창(서강),"214,067","208,373",2022-04-03 09:19:56
2022-03,6호선,2626,대흥(서강대앞),"204,043","210,651",2022-04-03 09:19:56
2022-03,6호선,2627,공덕,"419,299","403,310",2022-04-03 09:19:56
2022-03,6호선,2628,효창공원앞,"171,638","160,574",2022-04-03 09:19:56
2022-03,6호선,2629,삼각지,"156,048","134,810",2022-04-03 09:19:56
2022-03,6호선,2630,녹사평(용산구청),"122,632","124,496",2022-04-03 09:19:56
2022-03,6호선,2631,이태원,"278,450","281,803",2022-04-03 09:19:56
2022-03,6호선,2632,한강진,"196,832","230,825",2022-04-03 09:19:56
2022-03,6호선,2633,버티고개,"49,540","50,920",2022-04-03 09:19:56
2022-03,6호선,2634,약수,"87,403","86,847",2022-04-03 09:19:56
2022-03,6호선,2635,청구,"90,403","97,085",2022-04-03 09:19:56
2022-03,6호선,2636,신당,"194,944","203,876",2022-04-03 09:19:56
2022-03,6호선,2637,동묘앞,"205,608","205,995",2022-04-03 09:19:56
2022-03,6호선,2638,창신,"86,337","73,533",2022-04-03 09:19:56
2022-03,6호선,2639,보문,"182,712","169,254",2022-04-03 09:19:56
2022-03,6호선,2640,안암(고대병원앞),"314,499","313,547",2022-04-03 09:19:56
2022-03,6호선,2641,고려대(종암),"203,950","200,732",2022-04-03 09:19:56
2022-03,6호선,2642,월곡(동덕여대),"293,199","290,439",2022-04-03 09:19:56
2022-03,6호선,2643,상월곡(한국과학기술연구원),"156,322","142,293",2022-04-03 09:19:56
2022-03,6호선,2644,돌곶이,"234,293","219,391",2022-04-03 09:19:56
2022-03,6호선,2645,석계,"308,912","322,680",2022-04-03 09:19:56
2022-03,6호선,2646,태릉입구,"138,842","151,704",2022-04-03 09:19:56
2022-03,6호선,2647,화랑대(서울여대입구),"288,856","230,053",2022-04-03 09:19:56
2022-03,6호선,2648,봉화산(서울의료원),"209,169","199,914",2022-04-03 09:19:56
2022-03,6호선,2649,신내,12,0,2022-04-03 09:19:56
2022-03,7호선,2711,장암,"53,919","23,436",2022-04-03 09:19:56
2022-03,7호선,2712,도봉산,"229,024","276,163",2022-04-03 09:19:56
2022-03,7호선,2713,수락산,"316,534","310,678",2022-04-03 09:19:56
2022-03,7호선,2714,마들,"313,126","299,033",2022-04-03 09:19:56
2022-03,7호선,2715,노원,"489,711","505,749",2022-04-03 09:19:56
2022-03,7호선,2716,중계,"351,273","322,822",2022-04-03 09:19:56
2022-03,7호선,2717,하계,"437,053","412,642",2022-04-03 09:19:56
2022-03,7호선,2718,공릉(서울과학기술대),"317,433","313,252",2022-04-03 09:19:56
2022-03,7호선,2719,태릉입구,"216,022","206,091",2022-04-03 09:19:56
2022-03,7호선,2720,먹골,"257,010","250,633",2022-04-03 09:19:56
2022-03,7호선,2721,중화,"268,135","263,574",2022-04-03 09:19:56
2022-03,7호선,2722,상봉(시외버스터미널),"416,246","390,667",2022-04-03 09:19:56
2022-03,7호선,2723,면목,"404,460","394,652",2022-04-03 09:19:56
2022-03,7호선,2724,사가정,"402,820","404,805",2022-04-03 09:19:56
2022-03,7호선,2725,용마산(용마폭포공원),"150,965","148,840",2022-04-03 09:19:56
2022-03,7호선,2726,중곡,"268,569","252,625",2022-04-03 09:19:56
2022-03,7호선,2727,군자(능동),"368,722","294,185",2022-04-03 09:19:56
2022-03,7호선,2728,어린이대공원(세종대),"357,719","362,371",2022-04-03 09:19:56
2022-03,7호선,2729,건대입구,"322,851","336,117",2022-04-03 09:19:56
2022-03,7호선,2730,뚝섬유원지,"218,543","211,991",2022-04-03 09:19:56
2022-03,7호선,2731,청담,"450,680","499,998",2022-04-03 09:19:56
2022-03,7호선,2732,강남구청,"379,190","415,861",2022-04-03 09:19:56
2022-03,7호선,2733,학동,"546,223","577,989",2022-04-03 09:19:56
2022-03,7호선,2734,논현,"465,343","502,991",2022-04-03 09:19:56
2022-03,7호선,2735,반포,"142,384","137,297",2022-04-03 09:19:56
2022-03,7호선,2736,고속터미널,"386,181","315,908",2022-04-03 09:19:56
2022-03,7호선,2737,내방,"339,437","347,094",2022-04-03 09:19:56
2022-03,7호선,2738,이수,"384,518","369,656",2022-04-03 09:19:56
2022-03,7호선,2739,남성,"270,573","254,076",2022-04-03 09:19:56
2022-03,7호선,2740,숭실대입구(살피재),"348,397","356,182",2022-04-03 09:19:56
2022-03,7호선,2741,상도,"275,814","270,463",2022-04-03 09:19:56
2022-03,7호선,2742,장승배기,"223,657","219,023",2022-04-03 09:19:56
2022-03,7호선,2743,신대방삼거리,"410,854","395,374",2022-04-03 09:19:56
2022-03,7호선,2744,보라매,"239,750","237,410",2022-04-03 09:19:56
2022-03,7호선,2745,신풍,"282,587","272,021",2022-04-03 09:19:56
2022-03,7호선,2746,대림(구로구청),"202,863","203,569",2022-04-03 09:19:56
2022-03,7호선,2747,남구로,"371,902","388,920",2022-04-03 09:19:56
2022-03,7호선,2748,가산디지털단지,"990,606","985,370",2022-04-03 09:19:56
2022-03,7호선,2749,철산,"502,704","512,501",2022-04-03 09:19:56
2022-03,7호선,2750,광명사거리,"552,480","545,716",2022-04-03 09:19:56
2022-03,7호선,2751,천왕,"271,547","259,777",2022-04-03 09:19:56
2022-03,7호선,2752,온수(성공회대입구),"245,884","232,531",2022-04-03 09:19:56
2022-03,7호선,2753,까치울,5,0,2022-04-03 09:19:56
2022-03,7호선,2754,부천종합운동장,2,0,2022-04-03 09:19:56
2022-03,7호선,2755,춘의,8,0,2022-04-03 09:19:56
2022-03,7호선,2756,신중동,7,0,2022-04-03 09:19:56
2022-03,7호선,2757,부천시청,13,0,2022-04-03 09:19:56
2022-03,7호선,2758,상동,11,0,2022-04-03 09:19:56
2022-03,7호선,2759,삼산체육관,1,0,2022-04-03 09:19:56
2022-03,7호선,2760,굴포천,4,0,2022-04-03 09:19:56
2022-03,7호선,2761,부평구청,2,0,2022-04-03 09:19:56
2022-03,8호선,2811,암사,"453,801","407,042",2022-04-03 09:19:56
2022-03,8호선,2812,천호(풍납토성),"366,109","421,823",2022-04-03 09:19:56
2022-03,8호선,2813,강동구청,"249,381","257,120",2022-04-03 09:19:56
2022-03,8호선,2814,몽촌토성(평화의문),"147,547","148,755",2022-04-03 09:19:56
2022-03,8호선,2815,잠실(송파구청),"341,524","392,152",2022-04-03 09:19:56
2022-03,8호선,2816,석촌,"190,949","220,732",2022-04-03 09:19:56
2022-03,8호선,2817,송파,"183,323","186,149",2022-04-03 09:19:56
2022-03,8호선,2818,가락시장,"184,553","204,401",2022-04-03 09:19:56
2022-03,8호선,2819,문정,"494,338","516,551",2022-04-03 09:19:56
2022-03,8호선,2820,장지,"419,494","408,696",2022-04-03 09:19:56
2022-03,8호선,2821,복정,"236,125","201,927",2022-04-03 09:19:56
2022-03,8호선,2822,산성,"133,682","134,313",2022-04-03 09:19:56
2022-03,8호선,2823,남한산성입구(성남법원.검찰청),"361,116","335,331",2022-04-03 09:19:56
2022-03,8호선,2824,단대오거리,"276,229","263,401",2022-04-03 09:19:56
2022-03,8호선,2825,신흥,"106,153","113,846",2022-04-03 09:19:56
2022-03,8호선,2826,수진,"135,722","124,802",2022-04-03 09:19:56
2022-03,8호선,2827,모란,"120,780","97,500",2022-04-03 09:19:56
2022-03,8호선,2828,남위례,"109,447","115,019",2022-04-03 09:19:56
2022-03,9호선,4101,개화,"56,737","43,522",2022-04-03 09:19:56
2022-03,9호선,4102,김포공항,"186,217","285,596",2022-04-03 09:19:56
2022-03,9호선,4103,공항시장,"76,750","82,753",2022-04-03 09:19:56
2022-03,9호선,4104,신방화,"168,814","163,856",2022-04-03 09:19:56
2022-03,9호선,4105,마곡나루(서울식물원),"290,530","285,667",2022-04-03 09:19:56
2022-03,9호선,4106,양천향교,"237,219","240,148",2022-04-03 09:19:56
2022-03,9호선,4107,가양,"494,459","479,904",2022-04-03 09:19:56
2022-03,9호선,4108,증미,"171,188","168,233",2022-04-03 09:19:56
2022-03,9호선,4109,등촌,"272,297","264,781",2022-04-03 09:19:56
2022-03,9호선,4110,염창,"413,601","402,109",2022-04-03 09:19:56
2022-03,9호선,4111,신목동,"95,034","83,794",2022-04-03 09:19:56
2022-03,9호선,4112,선유도,"195,704","186,571",2022-04-03 09:19:56
2022-03,9호선,4113,당산,"436,501","431,249",2022-04-03 09:19:56
2022-03,9호선,4114,국회의사당,"331,581","340,029",2022-04-03 09:19:56
2022-03,9호선,4115,여의도,"602,599","577,701",2022-04-03 09:19:56
2022-03,9호선,4116,샛강,"128,548","132,477",2022-04-03 09:19:56
2022-03,9호선,4117,노량진,"643,661","627,736",2022-04-03 09:19:56
2022-03,9호선,4118,노들,"108,686","92,816",2022-04-03 09:19:56
2022-03,9호선,4119,흑석(중앙대입구),"221,753","224,626",2022-04-03 09:19:56
2022-03,9호선,4120,동작(현충원),"53,279","42,806",2022-04-03 09:19:56
2022-03,9호선,4121,구반포,"32,386","33,415",2022-04-03 09:19:56
2022-03,9호선,4122,신반포,"82,558","80,279",2022-04-03 09:19:56
2022-03,9호선,4123,고속터미널,"303,495","390,712",2022-04-03 09:19:56
2022-03,9호선,4124,사평,"81,755","80,413",2022-04-03 09:19:56
2022-03,9호선,4125,신논현,"759,196","748,866",2022-04-03 09:19:56
2022-03,공항철도 1호선,4201,서울역,"195,319","180,011",2022-04-03 09:19:56
2022-03,공항철도 1호선,4202,공덕,"53,473","70,957",2022-04-03 09:19:56
2022-03,공항철도 1호선,4203,홍대입구,"256,902","253,353",2022-04-03 09:19:56
2022-03,공항철도 1호선,4204,디지털미디어시티,"305,760","280,732",2022-04-03 09:19:56
2022-03,공항철도 1호선,4206,마곡나루(서울식물원),"189,701","187,921",2022-04-03 09:19:56
2022-03,공항철도 1호선,4207,김포공항,"309,400","169,106",2022-04-03 09:19:56
2022-03,공항철도 1호선,4208,계양,"248,988","237,163",2022-04-03 09:19:56
2022-03,공항철도 1호선,4209,검암,"158,516","158,108",2022-04-03 09:19:56
2022-03,공항철도 1호선,4210,청라국제도시,"160,905","152,973",2022-04-03 09:19:56
2022-03,공항철도 1호선,4211,운서,"176,854","179,227",2022-04-03 09:19:56
2022-03,공항철도 1호선,4212,공항화물청사,"57,646","61,211",2022-04-03 09:19:56
2022-03,공항철도 1호선,4213,인천공항1터미널,"101,880","106,555",2022-04-03 09:19:56
2022-03,공항철도 1호선,4215,인천공항2터미널,"61,411","58,563",2022-04-03 09:19:56
2022-03,공항철도 1호선,4217,영종,"78,781","78,856",2022-04-03 09:19:56
2022-03,9호선2~3단계,4126,언주,"239,307","244,626",2022-04-03 09:19:56
2022-03,9호선2~3단계,4127,선정릉,"215,333","237,250",2022-04-03 09:19:56
2022-03,9호선2~3단계,4128,삼성중앙,"150,071","158,290",2022-04-03 09:19:56
2022-03,9호선2~3단계,4129,봉은사,"377,617","386,998",2022-04-03 09:19:56
2022-03,9호선2~3단계,4130,종합운동장,"99,894","100,417",2022-04-03 09:19:56
2022-03,9호선2~3단계,4131,삼전,"170,703","164,952",2022-04-03 09:19:56
2022-03,9호선2~3단계,4132,석촌고분,"147,661","145,185",2022-04-03 09:19:56
2022-03,9호선2~3단계,4133,석촌,"207,330","181,908",2022-04-03 09:19:56
2022-03,9호선2~3단계,4134,송파나루,"126,734","134,096",2022-04-03 09:19:56
2022-03,9호선2~3단계,4135,한성백제,"61,210","55,300",2022-04-03 09:19:56
2022-03,9호선2~3단계,4136,올림픽공원(한국체대),"149,951","149,590",2022-04-03 09:19:56
2022-03,9호선2~3단계,4137,둔촌오륜,"28,248","27,034",2022-04-03 09:19:56
2022-03,9호선2~3단계,4138,중앙보훈병원,"240,619","214,629",2022-04-03 09:19:56
2022-03,우이신설선,4701,북한산우이,"76,613","72,021",2022-04-03 09:19:56
2022-03,우이신설선,4702,솔밭공원,"61,830","59,427",2022-04-03 09:19:56
2022-03,우이신설선,4703,4.19민주묘지,"88,702","83,991",2022-04-03 09:19:56
2022-03,우이신설선,4704,가오리,"104,235","102,648",2022-04-03 09:19:56
2022-03,우이신설선,4705,화계,"86,316","81,198",2022-04-03 09:19:56
2022-03,우이신설선,4706,삼양,"51,539","54,105",2022-04-03 09:19:56
2022-03,우이신설선,4707,삼양사거리,"62,837","63,114",2022-04-03 09:19:56
2022-03,우이신설선,4708,솔샘,"141,419","133,171",2022-04-03 09:19:56
2022-03,우이신설선,4709,북한산보국문,"155,616","146,763",2022-04-03 09:19:56
2022-03,우이신설선,4710,정릉,"118,660","106,828",2022-04-03 09:19:56
2022-03,우이신설선,4711,성신여대입구(돈암),"88,629","97,183",2022-04-03 09:19:56
2022-03,우이신설선,4712,보문,"38,702","38,841",2022-04-03 09:19:56
2022-03,우이신설선,4713,신설동,"54,534","52,595",2022-04-03 09:19:56
